Lead_ID,Counselling,Application,Enrolled,Test_Score
L08126,No,No,No,
L08127,Yes,Yes,Yes,87
L08128,Yes,Yes,Yes,73
L08129,Yes,No,No,
L08130,Yes,Yes,Yes,76
L08131,Yes,No,No,
L08132,No,No,No,
L08133,No,No,No,
L08134,Yes,Yes,Yes,74
L08135,Yes,No,No,
L08136,Yes,Yes,No,67
L08137,Yes,No,No,
L08138,Yes,No,No,
L08139,Yes,No,No,
L08140,No,No,No,
L08141,Yes,Yes,Yes,74
L08142,Yes,Yes,No,60
L08143,No,No,No,
L08144,No,No,No,
L08145,No,No,No,
L08146,Yes,No,No,
L08147,Yes,No,No,
L08148,Yes,Yes,No,55
L08149,No,No,No,
L08150,No,No,No,
L08151,No,No,No,
L08152,No,No,No,
L08153,No,No,No,
L08154,Yes,No,No,
L08155,No,No,No,
L08156,Yes,Yes,No,68
L08157,Yes,No,No,
L08158,No,No,No,
L08159,Yes,Yes,Yes,67
L08160,No,No,No,
L08161,Yes,No,No,
L08162,Yes,No,No,
L08163,No,No,No,
L08164,No,No,No,
L08165,Yes,No,No,
L08166,No,No,No,
L08167,No,No,No,
L08168,No,No,No,
L08169,Yes,No,No,
L08170,Yes,No,No,
L08171,No,No,No,
L08172,Yes,No,No,
L08173,No,No,No,
L08174,Yes,No,No,
L08175,Yes,No,No,
L08176,No,No,No,
L08177,Yes,No,No,
L08178,Yes,Yes,Yes,86
L08179,No,No,No,
L08180,No,No,No,
L08181,Yes,No,No,
L08182,Yes,Yes,Yes,76
L08183,Yes,Yes,Yes,88
L08184,Yes,No,No,
L08185,No,No,No,
L08186,No,No,No,
L08187,Yes,Yes,No,60
L08188,Yes,No,No,
L08189,No,No,No,
L08190,Yes,Yes,Yes,70
L08191,Yes,No,No,
L08192,Yes,No,No,
L08193,Yes,Yes,Yes,82
L08194,Yes,Yes,No,55
L08195,No,No,No,
L08196,Yes,Yes,No,78
L08197,Yes,No,No,
L08198,Yes,No,No,
L08199,No,No,No,
L08200,Yes,Yes,Yes,79
L08201,No,No,No,
L08202,No,No,No,
L08203,No,No,No,
L08204,Yes,Yes,Yes,81
L08205,No,No,No,
L08206,Yes,Yes,Yes,82
L08207,Yes,No,No,
L08208,Yes,Yes,Yes,71
L08209,Yes,Yes,Yes,79
L08210,Yes,No,No,
L08211,Yes,No,No,
L08212,Yes,Yes,No,60
L08213,Yes,Yes,Yes,88
L08214,Yes,Yes,No,69
L08215,Yes,No,No,
L08216,Yes,No,No,
L08217,Yes,Yes,Yes,67
L08218,Yes,Yes,No,62
L08219,Yes,Yes,Yes,77
L08220,Yes,Yes,Yes,72
L08221,No,No,No,
L08222,Yes,Yes,Yes,66
L08223,Yes,No,No,
L08224,Yes,Yes,Yes,77
L08225,Yes,Yes,Yes,86
L08226,No,No,No,
L08227,Yes,Yes,Yes,82
L08228,Yes,No,No,
L08229,Yes,Yes,Yes,86
L08230,Yes,No,No,
L08231,Yes,No,No,
L08232,No,No,No,
L08233,No,No,No,
L08234,Yes,Yes,No,64
L08235,No,No,No,
L08236,No,No,No,
L08237,Yes,Yes,Yes,71
L08238,Yes,Yes,No,70
L08239,No,No,No,
L08240,Yes,Yes,Yes,76
L08241,No,No,No,
L08242,Yes,No,No,
L08243,Yes,Yes,Yes,88
L08244,No,No,No,
L08245,Yes,Yes,Yes,79
L08246,Yes,No,No,
L08247,Yes,Yes,No,61
L08248,Yes,Yes,No,60
L08249,Yes,Yes,No,63
L08250,Yes,No,No,
L08251,No,No,No,
L08252,No,No,No,
L08253,Yes,No,No,
L08254,No,No,No,
L08255,Yes,Yes,Yes,77
L08256,No,No,No,
L08257,Yes,No,No,
L08258,Yes,Yes,No,61
L08259,No,No,No,
L08260,No,No,No,
L08261,Yes,No,No,
L08262,No,No,No,
L08263,No,No,No,
L08264,Yes,No,No,
L08265,Yes,Yes,No,56
L08266,No,No,No,
L08267,Yes,No,No,
L08268,Yes,No,No,
L08269,Yes,Yes,No,68
L08270,Yes,No,No,
L08271,Yes,Yes,No,52
L08272,Yes,Yes,No,64
L08273,Yes,Yes,Yes,80
L08274,Yes,Yes,No,61
L08275,No,No,No,
L08276,No,No,No,
L08277,No,No,No,
L08278,No,No,No,
L08279,Yes,Yes,No,67
L08280,Yes,No,No,
L08281,Yes,Yes,No,68
L08282,No,No,No,
L08283,Yes,No,No,
L08284,No,No,No,
L08285,Yes,Yes,No,61
L08286,Yes,No,No,
L08287,Yes,Yes,Yes,87
L08288,Yes,No,No,
L08289,No,No,No,
L08290,Yes,No,No,
L08291,Yes,Yes,Yes,72
L08292,Yes,Yes,No,58
L08293,No,No,No,
L08294,Yes,No,No,
L08295,Yes,Yes,No,60
L08296,No,No,No,
L08297,Yes,No,No,
L08298,Yes,Yes,No,72
L08299,Yes,Yes,Yes,71
L08300,No,No,No,
L08301,Yes,Yes,No,60
L08302,No,No,No,
L08303,No,No,No,
L08304,No,No,No,
L08305,No,No,No,
L08306,No,No,No,
L08307,Yes,No,No,
L08308,Yes,No,No,
L08309,No,No,No,
L08310,Yes,Yes,No,75
L08311,No,No,No,
L08312,Yes,No,No,
L08313,Yes,Yes,No,72
L08314,Yes,No,No,
L08315,Yes,Yes,Yes,70
L08316,Yes,Yes,No,69
L08317,Yes,Yes,No,60
L08318,Yes,Yes,Yes,86
L08319,Yes,No,No,
L08320,No,No,No,
L08321,Yes,Yes,Yes,76
L08322,Yes,Yes,No,64
L08323,Yes,Yes,Yes,72
L08324,No,No,No,
L08325,Yes,Yes,Yes,73
L08326,No,No,No,
L08327,Yes,No,No,
L08328,No,No,No,
L08329,Yes,Yes,Yes,76
L08330,Yes,No,No,
L08331,Yes,No,No,
L08332,No,No,No,
L08333,Yes,Yes,Yes,87
L08334,No,No,No,
L08335,Yes,No,No,
L08336,Yes,Yes,Yes,81
L08337,Yes,No,No,
L08338,Yes,No,No,
L08339,Yes,Yes,No,56
L08340,No,No,No,
L08341,Yes,No,No,
L08342,Yes,Yes,Yes,77
L08343,Yes,Yes,No,70
L08344,Yes,No,No,
L08345,Yes,Yes,No,71
L08346,Yes,No,No,
L08347,No,No,No,
L08348,Yes,Yes,Yes,71
L08349,Yes,Yes,Yes,82
L08350,Yes,Yes,No,50
L08351,Yes,No,No,
L08352,Yes,No,No,
L08353,Yes,Yes,No,75
L08354,Yes,Yes,Yes,65
L08355,Yes,No,No,
L08356,Yes,Yes,No,70
L08357,Yes,Yes,Yes,68
L08358,Yes,Yes,Yes,78
L08359,Yes,Yes,Yes,71
L08360,No,No,No,
L08361,No,No,No,
L08362,Yes,Yes,Yes,87
L08363,Yes,No,No,
L08364,Yes,Yes,Yes,82
L08365,No,No,No,
L08366,Yes,Yes,No,78
L08367,Yes,Yes,Yes,80
L08368,No,No,No,
L08369,Yes,No,No,
L08370,Yes,No,No,
L08371,Yes,Yes,Yes,86
L08372,Yes,No,No,
L08373,Yes,Yes,No,63
L08374,Yes,Yes,Yes,80
L08375,Yes,No,No,
L08376,Yes,Yes,Yes,72
L08377,No,No,No,
L08378,Yes,Yes,No,57
L08379,No,No,No,
L08380,No,No,No,
L08381,Yes,No,No,
L08382,No,No,No,
L08383,Yes,Yes,Yes,65
L08384,No,No,No,
L08385,Yes,No,No,
L08386,Yes,No,No,
L08387,Yes,No,No,
L08388,Yes,No,No,
L08389,Yes,Yes,Yes,72
L08390,No,No,No,
L08391,Yes,No,No,
L08392,No,No,No,
L08393,Yes,No,No,
L08394,Yes,Yes,No,65
L08395,No,No,No,
L08396,Yes,Yes,No,61
L08397,Yes,Yes,No,55
L08398,No,No,No,
L08399,No,No,No,
L08400,Yes,Yes,No,56
L08401,Yes,Yes,Yes,74
L08402,Yes,Yes,Yes,77
L08403,Yes,Yes,Yes,89
L08404,Yes,Yes,Yes,84
L08405,No,No,No,
L08406,Yes,Yes,Yes,81
L08407,Yes,Yes,Yes,70
L08408,Yes,No,No,
L08409,Yes,Yes,No,73
L08410,Yes,No,No,
L08411,Yes,No,No,
L08412,No,No,No,
L08413,Yes,Yes,Yes,65
L08414,Yes,Yes,Yes,64
L08415,Yes,No,No,
L08416,Yes,Yes,Yes,72
L08417,Yes,No,No,
L08418,No,No,No,
L08419,Yes,No,No,
L08420,Yes,Yes,Yes,86
L08421,Yes,Yes,Yes,89
L08422,Yes,No,No,
L08423,No,No,No,
L08424,Yes,Yes,Yes,85
L08425,Yes,No,No,
L08426,No,No,No,
L08427,No,No,No,
L08428,Yes,Yes,Yes,81
L08429,Yes,Yes,No,68
L08430,Yes,No,No,
L08431,Yes,Yes,No,55
L08432,Yes,No,No,
L08433,No,No,No,
L08434,No,No,No,
L08435,No,No,No,
L08436,Yes,Yes,Yes,75
L08437,No,No,No,
L08438,No,No,No,
L08439,Yes,Yes,Yes,83
L08440,Yes,Yes,Yes,82
L08441,No,No,No,
L08442,Yes,Yes,Yes,69
L08443,Yes,Yes,Yes,77
L08444,No,No,No,
L08445,Yes,Yes,No,65
L08446,No,No,No,
L08447,No,No,No,
L08448,No,No,No,
L08449,Yes,Yes,No,60
L08450,Yes,No,No,
L08451,Yes,No,No,
L08452,Yes,No,No,
L08453,Yes,Yes,Yes,71
L08454,Yes,Yes,No,72
L08455,Yes,Yes,Yes,69
L08456,Yes,No,No,
L08457,Yes,Yes,No,75
L08458,No,No,No,
L08459,Yes,Yes,Yes,79
L08460,Yes,Yes,Yes,71
L08461,No,No,No,
L08462,No,No,No,
L08463,No,No,No,
L08464,No,No,No,
L08465,No,No,No,
L08466,Yes,Yes,Yes,79
L08467,No,No,No,
L08468,Yes,Yes,Yes,68
L08469,Yes,No,No,
L08470,Yes,Yes,Yes,77
L08471,Yes,No,No,
L08472,Yes,Yes,Yes,75
L08473,No,No,No,
L08474,Yes,Yes,No,66
L08475,Yes,Yes,Yes,71
L08476,Yes,Yes,No,70
L08477,Yes,No,No,
L08478,Yes,No,No,
L08479,No,No,No,
L08480,Yes,Yes,No,59
L08481,Yes,Yes,Yes,68
L08482,Yes,Yes,Yes,79
L08483,No,No,No,
L08484,Yes,No,No,
L08485,Yes,Yes,No,57
L08486,Yes,Yes,No,67
L08487,Yes,Yes,Yes,65
L08488,Yes,No,No,
L08489,No,No,No,
L08490,Yes,Yes,No,68
L08491,Yes,Yes,Yes,89
L08492,Yes,No,No,
L08493,No,No,No,
L08494,Yes,No,No,
L08495,No,No,No,
L08496,Yes,Yes,No,64
L08497,Yes,Yes,No,64
L08498,No,No,No,
L08499,Yes,Yes,No,65
L08500,No,No,No,
L08501,No,No,No,
L08502,Yes,No,No,
L08503,Yes,No,No,
L08504,Yes,Yes,No,59
L08505,No,No,No,
L08506,Yes,Yes,Yes,72
L08507,Yes,Yes,No,61
L08508,Yes,No,No,
L08509,Yes,Yes,Yes,80
L08510,No,No,No,
L08511,Yes,Yes,Yes,74
L08512,No,No,No,
L08513,Yes,Yes,No,69
L08514,No,No,No,
L08515,Yes,Yes,No,61
L08516,Yes,No,No,
L08517,Yes,Yes,No,73
L08518,Yes,Yes,No,67
L08519,Yes,Yes,Yes,82
L08520,Yes,Yes,No,72
L08521,Yes,Yes,No,65
L08522,No,No,No,
L08523,No,No,No,
L08524,No,No,No,
L08525,Yes,Yes,No,69
L08526,No,No,No,
L08527,Yes,No,No,
L08528,Yes,No,No,
L08529,No,No,No,
L08530,Yes,No,No,
L08531,No,No,No,
L08532,No,No,No,
L08533,Yes,Yes,No,67
L08534,Yes,Yes,No,64
L08535,Yes,Yes,Yes,87
L08536,No,No,No,
L08537,No,No,No,
L08538,Yes,Yes,No,68
L08539,Yes,Yes,Yes,80
L08540,Yes,Yes,No,67
L08541,No,No,No,
L08542,Yes,No,No,
L08543,Yes,No,No,
L08544,No,No,No,
L08545,Yes,Yes,Yes,80
L08546,No,No,No,
L08547,Yes,Yes,No,58
L08548,Yes,No,No,
L08549,No,No,No,
L08550,Yes,No,No,
L08551,No,No,No,
L08552,No,No,No,
L08553,No,No,No,
L08554,Yes,No,No,
L08555,No,No,No,
L08556,Yes,No,No,
L08557,Yes,Yes,No,65
L08558,No,No,No,
L08559,Yes,Yes,Yes,70
L08560,Yes,Yes,Yes,80
L08561,Yes,No,No,
L08562,Yes,Yes,Yes,69
L08563,No,No,No,
L08564,Yes,No,No,
L08565,Yes,Yes,Yes,84
L08566,Yes,Yes,No,57
L08567,Yes,Yes,Yes,70
L08568,Yes,Yes,Yes,71
L08569,No,No,No,
L08570,No,No,No,
L08571,No,No,No,
L08572,Yes,Yes,No,56
L08573,Yes,Yes,No,67
L08574,Yes,No,No,
L08575,Yes,No,No,
L08576,Yes,No,No,
L08577,Yes,Yes,No,77
L08578,No,No,No,
L08579,No,No,No,
L08580,Yes,No,No,
L08581,Yes,Yes,Yes,81
L08582,No,No,No,
L08583,Yes,Yes,Yes,78
L08584,No,No,No,
L08585,Yes,Yes,No,63
L08586,Yes,Yes,No,62
L08587,No,No,No,
L08588,Yes,Yes,No,71
L08589,No,No,No,
L08590,No,No,No,
L08591,Yes,Yes,No,69
L08592,Yes,No,No,
L08593,Yes,No,No,
L08594,Yes,Yes,Yes,75
L08595,No,No,No,
L08596,Yes,Yes,No,68
L08597,Yes,Yes,No,77
L08598,No,No,No,
L08599,No,No,No,
L08600,Yes,Yes,Yes,83
L08601,Yes,No,No,
L08602,Yes,Yes,Yes,69
L08603,Yes,Yes,No,61
L08604,No,No,No,
L08605,Yes,Yes,No,59
L08606,Yes,No,No,
L08607,Yes,No,No,
L08608,Yes,No,No,
L08609,Yes,Yes,No,73
L08610,No,No,No,
L08611,Yes,Yes,Yes,81
L08612,Yes,No,No,
L08613,Yes,No,No,
L08614,Yes,No,No,
L08615,Yes,No,No,
L08616,Yes,Yes,Yes,76
L08617,Yes,Yes,No,63
L08618,Yes,No,No,
L08619,Yes,Yes,No,52
L08620,No,No,No,
L08621,No,No,No,
L08622,Yes,Yes,Yes,67
L08623,Yes,Yes,No,61
L08624,Yes,Yes,Yes,73
L08625,No,No,No,
L08626,Yes,No,No,
L08627,Yes,No,No,
L08628,No,No,No,
L08629,Yes,No,No,
L08630,No,No,No,
L08631,No,No,No,
L08632,No,No,No,
L08633,Yes,Yes,Yes,74
L08634,Yes,Yes,Yes,79
L08635,Yes,No,No,
L08636,Yes,Yes,No,56
L08637,Yes,No,No,
L08638,Yes,Yes,No,71
L08639,No,No,No,
L08640,Yes,Yes,No,64
L08641,Yes,Yes,Yes,65
L08642,Yes,Yes,Yes,76
L08643,Yes,No,No,
L08644,No,No,No,
L08645,Yes,No,No,
L08646,No,No,No,
L08647,Yes,Yes,No,60
L08648,No,No,No,
L08649,Yes,No,No,
L08650,Yes,No,No,
L08651,No,No,No,
L08652,No,No,No,
L08653,Yes,No,No,
L08654,Yes,Yes,Yes,74
L08655,Yes,No,No,
L08656,No,No,No,
L08657,Yes,Yes,No,67
L08658,No,No,No,
L08659,No,No,No,
L08660,No,No,No,
L08661,Yes,Yes,Yes,78
L08662,Yes,Yes,No,57
L08663,No,No,No,
L08664,Yes,No,No,
L08665,No,No,No,
L08666,Yes,No,No,
L08667,Yes,No,No,
L08668,Yes,No,No,
L08669,Yes,Yes,No,69
L08670,No,No,No,
L08671,Yes,Yes,Yes,67
L08672,Yes,Yes,No,69
L08673,Yes,Yes,No,78
L08674,Yes,Yes,No,64
L08675,Yes,Yes,No,70
L08676,Yes,Yes,Yes,80
L08677,Yes,Yes,Yes,80
L08678,No,No,No,
L08679,Yes,Yes,Yes,71
L08680,No,No,No,
L08681,No,No,No,
L08682,No,No,No,
L08683,Yes,Yes,No,61
L08684,Yes,No,No,
L08685,Yes,No,No,
L08686,No,No,No,
L08687,Yes,Yes,Yes,84
L08688,Yes,Yes,Yes,73
L08689,Yes,Yes,Yes,70
L08690,No,No,No,
L08691,No,No,No,
L08692,Yes,No,No,
L08693,Yes,No,No,
L08694,Yes,Yes,Yes,74
L08695,Yes,Yes,Yes,78
L08696,Yes,No,No,
L08697,Yes,Yes,Yes,85
L08698,Yes,Yes,No,58
L08699,Yes,Yes,Yes,79
L08700,Yes,No,No,
L08701,No,No,No,
L08702,Yes,No,No,
L08703,Yes,No,No,
L08704,No,No,No,
L08705,No,No,No,
L08706,Yes,No,No,
L08707,Yes,Yes,Yes,69
L08708,Yes,No,No,
L08709,Yes,Yes,Yes,86
L08710,Yes,Yes,Yes,89
L08711,No,No,No,
L08712,Yes,No,No,
L08713,Yes,Yes,No,66
L08714,No,No,No,
L08715,Yes,Yes,Yes,65
L08716,Yes,No,No,
L08717,Yes,Yes,No,55
L08718,No,No,No,
L08719,Yes,No,No,
L08720,No,No,No,
L08721,Yes,No,No,
L08722,Yes,Yes,Yes,80
L08723,Yes,Yes,No,59
L08724,No,No,No,
L08725,No,No,No,
L08726,No,No,No,
L08727,No,No,No,
L08728,Yes,No,No,
L08729,Yes,Yes,Yes,72
L08730,Yes,No,No,
L08731,No,No,No,
L08732,Yes,Yes,Yes,60
L08733,Yes,Yes,Yes,83
L08734,No,No,No,
L08735,Yes,Yes,No,65
L08736,No,No,No,
L08737,Yes,Yes,No,56
L08738,Yes,Yes,No,55
L08739,Yes,Yes,No,60
L08740,No,No,No,
L08741,No,No,No,
L08742,Yes,Yes,No,60
L08743,Yes,No,No,
L08744,No,No,No,
L08745,Yes,No,No,
L08746,Yes,Yes,Yes,77
L08747,Yes,Yes,No,74
L08748,Yes,Yes,Yes,77
L08749,Yes,Yes,Yes,77
L08750,Yes,Yes,No,67
L08751,Yes,No,No,
L08752,No,No,No,
L08753,No,No,No,
L08754,Yes,Yes,No,64
L08755,No,No,No,
L08756,Yes,No,No,
L08757,Yes,Yes,No,72
L08758,No,No,No,
L08759,Yes,Yes,No,68
L08760,Yes,Yes,Yes,89
L08761,Yes,No,No,
L08762,Yes,Yes,No,61
L08763,Yes,Yes,No,61
L08764,Yes,Yes,No,54
L08765,Yes,No,No,
L08766,Yes,No,No,
L08767,Yes,Yes,Yes,80
L08768,Yes,No,No,
L08769,Yes,No,No,
L08770,Yes,Yes,Yes,65
L08771,Yes,Yes,No,61
L08772,Yes,Yes,No,66
L08773,Yes,Yes,Yes,66
L08774,Yes,Yes,No,68
L08775,Yes,Yes,No,58
L08776,No,No,No,
L08777,Yes,No,No,
L08778,Yes,Yes,Yes,74
L08779,No,No,No,
L08780,Yes,Yes,Yes,69
L08781,No,No,No,
L08782,Yes,No,No,
L08783,Yes,No,No,
L08784,Yes,Yes,No,65
L08785,No,No,No,
L08786,Yes,No,No,
L08787,No,No,No,
L08788,Yes,Yes,No,75
L08789,Yes,Yes,Yes,65
L08790,Yes,No,No,
L08791,Yes,Yes,Yes,68
L08792,No,No,No,
L08793,Yes,Yes,No,65
L08794,Yes,Yes,Yes,71
L08795,Yes,Yes,No,62
L08796,Yes,Yes,No,69
L08797,Yes,Yes,No,61
L08798,Yes,Yes,No,60
L08799,No,No,No,
L08800,Yes,Yes,No,67
L08801,Yes,No,No,
L08802,No,No,No,
L08803,No,No,No,
L08804,Yes,No,No,
L08805,No,No,No,
L08806,Yes,Yes,Yes,73
L08807,Yes,Yes,Yes,78
L08808,No,No,No,
L08809,No,No,No,
L08810,Yes,No,No,
L08811,Yes,No,No,
L08812,No,No,No,
L08813,Yes,No,No,
L08814,No,No,No,
L08815,Yes,Yes,Yes,84
L08816,Yes,Yes,No,61
L08817,Yes,Yes,No,63
L08818,No,No,No,
L08819,No,No,No,
L08820,Yes,Yes,Yes,78
L08821,Yes,No,No,
L08822,Yes,Yes,No,60
L08823,No,No,No,
L08824,Yes,Yes,Yes,83
L08825,No,No,No,
L08826,Yes,Yes,Yes,83
L08827,No,No,No,
L08828,Yes,Yes,Yes,62
L08829,Yes,No,No,
L08830,No,No,No,
L08831,No,No,No,
L08832,No,No,No,
L08833,Yes,No,No,
L08834,No,No,No,
L08835,Yes,Yes,Yes,71
L08836,No,No,No,
L08837,Yes,No,No,
L08838,No,No,No,
L08839,No,No,No,
L08840,No,No,No,
L08841,Yes,Yes,No,59
L08842,No,No,No,
L08843,Yes,Yes,No,60
L08844,Yes,Yes,No,69
L08845,Yes,No,No,
L08846,No,No,No,
L08847,Yes,Yes,Yes,89
L08848,No,No,No,
L08849,No,No,No,
L08850,Yes,No,No,
L08851,Yes,Yes,Yes,78
L08852,No,No,No,
L08853,Yes,Yes,No,69
L08854,No,No,No,
L08855,No,No,No,
L08856,Yes,Yes,Yes,78
L08857,Yes,Yes,No,65
L08858,Yes,Yes,No,52
L08859,No,No,No,
L08860,Yes,Yes,No,61
L08861,No,No,No,
L08862,No,No,No,
L08863,No,No,No,
L08864,Yes,Yes,Yes,84
L08865,Yes,Yes,No,68
L08866,Yes,Yes,Yes,76
L08867,No,No,No,
L08868,Yes,No,No,
L08869,No,No,No,
L08870,Yes,Yes,Yes,79
L08871,Yes,No,No,
L08872,Yes,Yes,Yes,75
L08873,Yes,No,No,
L08874,Yes,No,No,
L08875,Yes,No,No,
L08876,Yes,Yes,Yes,79
L08877,Yes,Yes,Yes,69
L08878,Yes,Yes,Yes,86
L08879,Yes,Yes,No,63
L08880,Yes,Yes,No,60
L08881,No,No,No,
L08882,Yes,Yes,Yes,67
L08883,Yes,Yes,No,68
L08884,Yes,No,No,
L08885,Yes,No,No,
L08886,No,No,No,
L08887,Yes,Yes,No,54
L08888,Yes,No,No,
L08889,Yes,Yes,No,57
L08890,Yes,No,No,
L08891,Yes,No,No,
L08892,No,No,No,
L08893,Yes,No,No,
L08894,Yes,Yes,Yes,74
L08895,Yes,Yes,No,74
L08896,Yes,No,No,
L08897,Yes,Yes,Yes,66
L08898,Yes,No,No,
L08899,Yes,Yes,Yes,72
L08900,Yes,No,No,
L08901,No,No,No,
L08902,Yes,No,No,
L08903,No,No,No,
L08904,Yes,Yes,Yes,79
L08905,Yes,No,No,
L08906,No,No,No,
L08907,Yes,Yes,No,67
L08908,Yes,No,No,
L08909,Yes,Yes,No,63
L08910,No,No,No,
L08911,No,No,No,
L08912,No,No,No,
L08913,Yes,No,No,
L08914,Yes,No,No,
L08915,Yes,Yes,No,57
L08916,Yes,Yes,No,50
L08917,Yes,No,No,
L08918,Yes,No,No,
L08919,Yes,Yes,Yes,72
L08920,Yes,Yes,Yes,76
L08921,Yes,Yes,Yes,69
L08922,Yes,No,No,
L08923,No,No,No,
L08924,Yes,Yes,No,68
L08925,Yes,Yes,Yes,73
L08926,Yes,No,No,
L08927,No,No,No,
L08928,Yes,Yes,Yes,75
L08929,No,No,No,
L08930,No,No,No,
L08931,Yes,No,No,
L08932,No,No,No,
L08933,Yes,Yes,No,67
L08934,Yes,No,No,
L08935,Yes,No,No,
L08936,Yes,Yes,Yes,76
L08937,No,No,No,
L08938,Yes,Yes,No,65
L08939,No,No,No,
L08940,Yes,Yes,No,55
L08941,No,No,No,
L08942,Yes,Yes,Yes,70
L08943,No,No,No,
L08944,No,No,No,
L08945,Yes,No,No,
L08946,Yes,No,No,
L08947,No,No,No,
L08948,No,No,No,
L08949,Yes,Yes,Yes,78
L08950,Yes,Yes,Yes,75
L08951,Yes,Yes,Yes,69
L08952,No,No,No,
L08953,Yes,No,No,
L08954,No,No,No,
L08955,Yes,No,No,
L08956,No,No,No,
L08957,No,No,No,
L08958,Yes,No,No,
L08959,No,No,No,
L08960,Yes,Yes,No,75
L08961,Yes,Yes,No,58
L08962,Yes,No,No,
L08963,No,No,No,
L08964,No,No,No,
L08965,Yes,No,No,
L08966,No,No,No,
L08967,No,No,No,
L08968,Yes,Yes,No,73
L08969,No,No,No,
L08970,Yes,Yes,No,55
L08971,Yes,Yes,Yes,73
L08972,No,No,No,
L08973,No,No,No,
L08974,Yes,Yes,Yes,61
L08975,No,No,No,
L08976,No,No,No,
L08977,Yes,Yes,No,66
L08978,Yes,Yes,No,66
L08979,Yes,No,No,
L08980,Yes,Yes,Yes,70
L08981,No,No,No,
L08982,Yes,No,No,
L08983,No,No,No,
L08984,Yes,Yes,Yes,82
L08985,Yes,No,No,
L08986,Yes,No,No,
L08987,No,No,No,
L08988,Yes,Yes,No,65
L08989,Yes,No,No,
L08990,Yes,Yes,Yes,79
L08991,No,No,No,
L08992,Yes,No,No,
L08993,No,No,No,
L08994,No,No,No,
L08995,Yes,Yes,Yes,78
L08996,Yes,Yes,No,69
L08997,Yes,Yes,No,58
L08998,No,No,No,
L08999,No,No,No,
L09000,Yes,Yes,No,71
L09001,Yes,Yes,Yes,68
L09002,Yes,Yes,No,62
L09003,Yes,Yes,Yes,70
L09004,Yes,Yes,No,62
L09005,Yes,Yes,Yes,70
L09006,Yes,Yes,Yes,85
L09007,Yes,Yes,No,64
L09008,Yes,No,No,
L09009,Yes,Yes,Yes,74
L09010,Yes,No,No,
L09011,No,No,No,
L09012,Yes,Yes,No,68
L09013,No,No,No,
L09014,No,No,No,
L09015,Yes,Yes,No,67
L09016,No,No,No,
L09017,Yes,Yes,No,73
L09018,No,No,No,
L09019,Yes,No,No,
L09020,Yes,No,No,
L09021,Yes,Yes,Yes,75
L09022,Yes,Yes,No,63
L09023,Yes,No,No,
L09024,No,No,No,
L09025,Yes,No,No,
L09026,Yes,Yes,No,56
L09027,No,No,No,
L09028,Yes,Yes,Yes,74
L09029,Yes,Yes,No,69
L09030,No,No,No,
L09031,Yes,No,No,
L09032,Yes,No,No,
L09033,Yes,Yes,Yes,82
L09034,No,No,No,
L09035,Yes,No,No,
L09036,Yes,Yes,No,56
L09037,No,No,No,
L09038,Yes,Yes,No,73
L09039,Yes,No,No,
L09040,Yes,No,No,
L09041,No,No,No,
L09042,Yes,Yes,Yes,88
L09043,No,No,No,
L09044,Yes,No,No,
L09045,Yes,Yes,No,66
L09046,No,No,No,
L09047,Yes,No,No,
L09048,Yes,Yes,Yes,77
L09049,Yes,No,No,
L09050,No,No,No,
L09051,Yes,No,No,
L09052,Yes,Yes,No,65
L09053,No,No,No,
L09054,Yes,Yes,Yes,79
L09055,Yes,Yes,No,67
L09056,Yes,Yes,No,69
L09057,No,No,No,
L09058,Yes,Yes,Yes,81
L09059,Yes,No,No,
L09060,Yes,Yes,No,76
L09061,Yes,Yes,Yes,88
L09062,Yes,No,No,
L09063,Yes,No,No,
L09064,Yes,Yes,No,73
L09065,Yes,No,No,
L09066,Yes,No,No,
L09067,Yes,No,No,
L09068,Yes,Yes,Yes,71
L09069,Yes,Yes,Yes,81
L09070,Yes,Yes,No,63
L09071,Yes,No,No,
L09072,Yes,Yes,No,52
L09073,No,No,No,
L09074,Yes,Yes,Yes,76
L09075,No,No,No,
L09076,Yes,No,No,
L09077,Yes,Yes,No,61
L09078,Yes,No,No,
L09079,Yes,No,No,
L09080,Yes,No,No,
L09081,Yes,Yes,No,65
L09082,Yes,No,No,
L09083,Yes,No,No,
L09084,Yes,Yes,Yes,76
L09085,Yes,Yes,Yes,68
L09086,Yes,Yes,No,70
L09087,Yes,Yes,Yes,78
L09088,Yes,Yes,Yes,75
L09089,No,No,No,
L09090,No,No,No,
L09091,Yes,No,No,
L09092,Yes,No,No,
L09093,Yes,No,No,
L09094,No,No,No,
L09095,Yes,Yes,Yes,82
L09096,Yes,No,No,
L09097,Yes,Yes,Yes,69
L09098,Yes,Yes,Yes,63
L09099,Yes,No,No,
L09100,Yes,Yes,No,61
L09101,Yes,Yes,Yes,79
L09102,No,No,No,
L09103,Yes,Yes,Yes,70
L09104,Yes,Yes,No,57
L09105,No,No,No,
L09106,Yes,No,No,
L09107,Yes,Yes,Yes,72
L09108,No,No,No,
L09109,Yes,Yes,No,56
L09110,Yes,No,No,
L09111,No,No,No,
L09112,No,No,No,
L09113,Yes,Yes,Yes,84
L09114,No,No,No,
L09115,Yes,No,No,
L09116,No,No,No,
L09117,Yes,Yes,No,65
L09118,No,No,No,
L09119,No,No,No,
L09120,Yes,Yes,No,60
L09121,No,No,No,
L09122,Yes,No,No,
